"Blooket
Import Template",,,,,,,
114,"If ponies are weak, then insects are NOT sly.

What is the inverse?","If ponies are NOT weak, then insects are sly.","If ponies are weak, then insects are sly.","If insects are NOT sly, then ponies are weak.","If insects are sly, then ponies are NOT weak.",30,1
115,"If hawks are umpires, then apples are NOT lame.

What is the contrapositive?","If apples are lame, then hawks are umpires.","If apples are NOT lame, then hawks are umpires.","If hawks are NOT umpires, then apples are lame.","If apples are lame, then hawks are NOT umpires.",30,4
116,"If zebras are sly, then quokkas are NOT queens.

What is the contrapositive?","If quokkas are queens, then zebras are sly.","If zebras are NOT sly, then quokkas are queens.","If quokkas are queens, then zebras are NOT sly.","If quokkas are NOT queens, then zebras are sly.",30,3
117,"If owls are transient, then umbrellas are dangerous.

What is the converse?","If owls are NOT transient, then umbrellas are NOT dangerous.","If umbrellas are NOT dangerous, then owls are NOT transient.","If umbrellas are NOT dangerous, then owls are transient.","If umbrellas are dangerous, then owls are transient.",30,4
118,"If apples are indigo, then cats are NOT menacing.

What is the converse?","If apples are NOT indigo, then cats are menacing.","If cats are NOT menacing, then apples are indigo.","If cats are menacing, then apples are indigo.","If cats are menacing, then apples are NOT indigo.",30,2
119,"If giraffes are transient, then ponies are NOT happy.

What is the inverse?","If ponies are NOT happy, then giraffes are transient.","If ponies are NOT happy, then giraffes are NOT transient.","If ponies are happy, then giraffes are NOT transient.","If giraffes are NOT transient, then ponies are happy.",30,4
120,"If dogs are umpires, then violins are NOT green.

What is the inverse?","If dogs are NOT umpires, then violins are green.","If violins are NOT green, then dogs are NOT umpires.","If violins are green, then dogs are NOT umpires.","If violins are NOT green, then dogs are umpires.",30,1
121,"If ponies are NOT nice, then quokkas are NOT zombies.

What is the converse?","If quokkas are zombies, then ponies are nice.","If ponies are NOT nice, then quokkas are zombies.","If ponies are nice, then quokkas are zombies.","If quokkas are NOT zombies, then ponies are NOT nice.",30,4
122,"If owls are outgoing, then elephants are NOT blue.

What is the inverse?","If elephants are NOT blue, then owls are outgoing.","If elephants are blue, then owls are outgoing.","If owls are NOT outgoing, then elephants are blue.","If elephants are blue, then owls are NOT outgoing.",30,3
123,"If elephants are NOT awesome, then ponies are NOT sly.

What is the converse?","If ponies are sly, then elephants are NOT awesome.","If ponies are NOT sly, then elephants are NOT awesome.","If elephants are awesome, then ponies are sly.","If ponies are sly, then elephants are awesome.",30,2
124,"If apples are enigmatic, then violins are NOT dangerous.

What is the contrapositive?","If violins are dangerous, then apples are NOT enigmatic.","If apples are NOT enigmatic, then violins are dangerous.","If violins are NOT dangerous, then apples are enigmatic.","If violins are NOT dangerous, then apples are NOT enigmatic.",30,1
125,"If quokkas are NOT indigo, then llamas are pious.

What is the converse?","If quokkas are indigo, then llamas are NOT pious.","If llamas are pious, then quokkas are NOT indigo.","If llamas are NOT pious, then quokkas are indigo.","If llamas are pious, then quokkas are indigo.",30,2
126,"If llamas are NOT happy, then owls are NOT lame.

What is the converse?","If owls are NOT lame, then llamas are happy.","If owls are lame, then llamas are happy.","If owls are NOT lame, then llamas are NOT happy.","If llamas are happy, then owls are lame.",30,3
127,"If xylophones are awesome, then dogs are red.

What is the contrapositive?","If dogs are red, then xylophones are NOT awesome.","If dogs are NOT red, then xylophones are NOT awesome.","If dogs are red, then xylophones are awesome.","If xylophones are NOT awesome, then dogs are NOT red.",30,2
128,"If ponies are NOT enigmatic, then mice are NOT weak.

What is the inverse?","If ponies are enigmatic, then mice are NOT weak.","If ponies are enigmatic, then mice are weak.","If mice are weak, then ponies are enigmatic.","If mice are NOT weak, then ponies are NOT enigmatic.",30,2
129,"If tulips are sly, then kangaroos are NOT jealous.

What is the inverse?","If tulips are NOT sly, then kangaroos are jealous.","If kangaroos are jealous, then tulips are NOT sly.","If kangaroos are jealous, then tulips are sly.","If kangaroos are NOT jealous, then tulips are sly.",30,1
130,"If snakes are umpires, then xylophones are NOT lame.

What is the converse?","If xylophones are lame, then snakes are NOT umpires.","If snakes are NOT umpires, then xylophones are lame.","If snakes are NOT umpires, then xylophones are NOT lame.","If xylophones are NOT lame, then snakes are umpires.",30,4
131,"If owls are NOT furious, then giraffes are curious.

What is the converse?","If owls are furious, then giraffes are NOT curious.","If giraffes are NOT curious, then owls are NOT furious.","If giraffes are curious, then owls are NOT furious.","If giraffes are NOT curious, then owls are furious.",30,3
132,"If kangaroos are NOT sly, then bugs are yellow.

What is the inverse?","If kangaroos are sly, then bugs are yellow.","If bugs are yellow, then kangaroos are NOT sly.","If kangaroos are sly, then bugs are NOT yellow.","If bugs are NOT yellow, then kangaroos are sly.",30,3
133,"If whales are enigmatic, then violins are weak.

What is the converse?","If violins are NOT weak, then whales are NOT enigmatic.","If whales are NOT enigmatic, then violins are weak.","If violins are weak, then whales are enigmatic.","If whales are NOT enigmatic, then violins are NOT weak.",30,3
134,"If elephants are violent, then xylophones are weak.

What is the converse?","If xylophones are NOT weak, then elephants are NOT violent.","If xylophones are weak, then elephants are NOT violent.","If elephants are NOT violent, then xylophones are NOT weak.","If xylophones are weak, then elephants are violent.",30,4
135,"If apples are queens, then quokkas are NOT outgoing.

What is the contrapositive?","If apples are NOT queens, then quokkas are outgoing.","If quokkas are outgoing, then apples are queens.","If quokkas are outgoing, then apples are NOT queens.","If quokkas are NOT outgoing, then apples are queens.",30,3
136,"If xylophones are NOT enigmatic, then kangaroos are awesome.

What is the inverse?","If kangaroos are NOT awesome, then xylophones are enigmatic.","If xylophones are enigmatic, then kangaroos are NOT awesome.","If kangaroos are awesome, then xylophones are NOT enigmatic.","If kangaroos are awesome, then xylophones are enigmatic.",30,2
137,"If ponies are umpires, then giraffes are NOT sly.

What is the converse?","If giraffes are NOT sly, then ponies are umpires.","If ponies are NOT umpires, then giraffes are sly.","If giraffes are NOT sly, then ponies are NOT umpires.","If giraffes are sly, then ponies are NOT umpires.",30,1
138,"If apples are NOT menacing, then umbrellas are yellow.

What is the converse?","If umbrellas are yellow, then apples are NOT menacing.","If apples are menacing, then umbrellas are NOT yellow.","If apples are NOT menacing, then umbrellas are NOT yellow.","If umbrellas are NOT yellow, then apples are menacing.",30,1
139,"If bugs are NOT weak, then violins are NOT green.

What is the converse?","If violins are NOT green, then bugs are weak.","If bugs are weak, then violins are green.","If violins are green, then bugs are weak.","If violins are NOT green, then bugs are NOT weak.",30,4
140,"If zebras are umpires, then mice are NOT awesome.

What is the inverse?","If zebras are NOT umpires, then mice are awesome.","If mice are awesome, then zebras are NOT umpires.","If mice are NOT awesome, then zebras are umpires.","If mice are awesome, then zebras are umpires.",30,1
141,"If whales are NOT happy, then bugs are red.

What is the converse?","If bugs are red, then whales are NOT happy.","If whales are happy, then bugs are NOT red.","If bugs are red, then whales are happy.","If bugs are NOT red, then whales are happy.",30,1
142,"If whales are awesome, then bugs are NOT xenophobic.

What is the inverse?","If whales are NOT awesome, then bugs are xenophobic.","If bugs are NOT xenophobic, then whales are NOT awesome.","If bugs are xenophobic, then whales are NOT awesome.","If bugs are NOT xenophobic, then whales are awesome.",30,1
143,"If mice are umpires, then violins are violent.

What is the inverse?","If mice are NOT umpires, then violins are NOT violent.","If violins are NOT violent, then mice are umpires.","If violins are NOT violent, then mice are NOT umpires.","If violins are violent, then mice are umpires.",30,1
144,"If owls are yellow, then bugs are pious.

What is the inverse?","If bugs are NOT pious, then owls are NOT yellow.","If owls are yellow, then bugs are NOT pious.","If bugs are pious, then owls are yellow.","If owls are NOT yellow, then bugs are NOT pious.",30,4
145,"If whales are NOT furious, then ponies are NOT blue.

What is the inverse?","If ponies are blue, then whales are furious.","If whales are NOT furious, then ponies are blue.","If whales are furious, then ponies are blue.","If ponies are NOT blue, then whales are NOT furious.",30,3
146,"If kangaroos are xenophobic, then violins are indigo.

What is the converse?","If kangaroos are xenophobic, then violins are NOT indigo.","If kangaroos are NOT xenophobic, then violins are NOT indigo.","If violins are indigo, then kangaroos are xenophobic.","If violins are NOT indigo, then kangaroos are NOT xenophobic.",30,3
147,"If elephants are green, then umbrellas are NOT sly.

What is the converse?","If umbrellas are sly, then elephants are green.","If umbrellas are NOT sly, then elephants are green.","If elephants are NOT green, then umbrellas are sly.","If umbrellas are sly, then elephants are NOT green.",30,2
148,"If umbrellas are NOT jealous, then tulips are NOT pious.

What is the contrapositive?","If tulips are pious, then umbrellas are jealous.","If tulips are NOT pious, then umbrellas are NOT jealous.","If tulips are pious, then umbrellas are NOT jealous.","If umbrellas are jealous, then tulips are pious.",30,1
149,"If tulips are yellow, then snakes are violent.

What is the converse?","If tulips are NOT yellow, then snakes are NOT violent.","If snakes are NOT violent, then tulips are yellow.","If snakes are violent, then tulips are yellow.","If snakes are NOT violent, then tulips are NOT yellow.",30,3
150,"If dogs are NOT pious, then llamas are NOT transient.

What is the contrapositive?","If llamas are NOT transient, then dogs are NOT pious.","If llamas are transient, then dogs are pious.","If dogs are pious, then llamas are transient.","If dogs are pious, then llamas are NOT transient.",30,2
